"title","description","cost","min_age","start","end","published","theme","event_type","picture","contact_name","contact_email_address","contact_phone_number","organisation","cyberevent","venue_name","venue_address_1","venue_address_2","venue_address_3","venue_city","venue_county","venue_postcode","provider","booking required","more_info"
"A special chore","Would you like to be a Roman slave cleaning your owner's mosaic floor? Why not spend a few minutes to help our conservators clean the Bucklersbury mosaic in the Roman London gallery? This a rare opportunity to walk on a floor used by Roman Londoners over 2000 years ago.","Free",,27/10/09 11:00,27/10/09 11:20,TRUE,"Community Action","Mini-Project",,"Box Office",,"020 7001 9844",,,"Museum of London","150 London Wall",,,"London",,"EC2Y 5HN","Family Learning Festival",TRUE,
"A special chore","Would you like to be a Roman slave cleaning your owner's mosaic floor? Why not spend a few minutes to help our conservators clean the Bucklersbury mosaic in the Roman London gallery? This a rare opportunity to walk on a floor used by Roman Londoners over 2000 years ago.","Free",,27/10/09 11:30,27/10/09 11:50,TRUE,"Community Action","Mini-Project",,"Box Office",,"020 7001 9844",,,"Museum of London","150 London Wall",,,"London",,"EC2Y 5HN","Family Learning Festival",TRUE,
"A special chore","Would you like to be a Roman slave cleaning your owner's mosaic floor? Why not spend a few minutes to help our conservators clean the Bucklersbury mosaic in the Roman London gallery? This a rare opportunity to walk on a floor used by Roman Londoners over 2000 years ago.","Free",,27/10/09 12:00,27/10/09 12:20,TRUE,"Community Action","Mini-Project",,"Box Office",,"020 7001 9844",,,"Museum of London","150 London Wall",,,"London",,"EC2Y 5HN","Family Learning Festival",TRUE,
"A special chore","Would you like to be a Roman slave cleaning your owner's mosaic floor? Why not spend a few minutes to help our conservators clean the Bucklersbury mosaic in the Roman London gallery? This a rare opportunity to walk on a floor used by Roman Londoners over 2000 years ago.","Free",,27/10/09 13:30,27/10/09 13:50,TRUE,"Community Action","Mini-Project",,"Box Office",,"020 7001 9844",,,"Museum of London","150 London Wall",,,"London",,"EC2Y 5HN","Family Learning Festival",TRUE,
"A special chore","Would you like to be a Roman slave cleaning your owner's mosaic floor? Why not spend a few minutes to help our conservators clean the Bucklersbury mosaic in the Roman London gallery? This a rare opportunity to walk on a floor used by Roman Londoners over 2000 years ago.","Free",,27/10/09 14:00,27/10/09 14:20,TRUE,"Community Action","Mini-Project",,"Box Office",,"020 7001 9844",,,"Museum of London","150 London Wall",,,"London",,"EC2Y 5HN","Family Learning Festival",TRUE,
"A special chore","Would you like to be a Roman slave cleaning your owner's mosaic floor? Why not spend a few minutes to help our conservators clean the Bucklersbury mosaic in the Roman London gallery? This a rare opportunity to walk on a floor used by Roman Londoners over 2000 years ago.","Free",,27/10/09 14:30,27/10/09 14:50,TRUE,"Community Action","Mini-Project",,"Box Office",,"020 7001 9844",,,"Museum of London","150 London Wall",,,"London",,"EC2Y 5HN","Family Learning Festival",TRUE,
"A special chore","Would you like to be a Roman slave cleaning your owner's mosaic floor? Why not spend a few minutes to help our conservators clean the Bucklersbury mosaic in the Roman London gallery? This a rare opportunity to walk on a floor used by Roman Londoners over 2000 years ago.","Free",,27/10/09 15:00,27/10/09 15:20,TRUE,"Community Action","Mini-Project",,"Box Office",,"020 7001 9844",,,"Museum of London","150 London Wall",,,"London",,"EC2Y 5HN","Family Learning Festival",TRUE,
"A Tempest","A Tempest, adapted by playwright Nick Wood, is a vibrant new adaptation of Shakespeare’s The Tempest, co-produced by Nottingham Playhouse and Krazy Kat Theatre Company. With a deaf/hearing cast of four actors plus puppets, music and song, this fast-moving production features fully integrated British Sign Language and is the perfect introduction for children (and adults) to the richness of Shakespeare’s language and storytelling.  Performed in Nottingham Playhouse’s Studio from Wednesday 21st – Saturday 24th October, it will be an original and dynamic visual theatre work, suitable for deaf and hearing family audiences over the age of 8 years.The aim of A Tempest is to introduce young people and their grown-ups to the delights of live visual theatre combining mime, dance, song, puppets and sign language.  It will be a well-crafted stylish young people’s show which adults will like to see, and which all ages will learn from.","£4 for children, £5 for adults",,24/10/09 13:00,,TRUE,"Music and Performing Arts","Performance",,"Box Office",,"0115 9419419",,,"Nottingham Playhouse","Wellington Circus",,,"Nottingham",,"NG1 5AL","Family Learning Festival",TRUE,
"Activities","Contact library for more details.","Free",,29/10/09 11:00,29/10/09 12:00,TRUE,"Other","Other",,"Jane Carter",,"01977 724040",,,"Airedale Library","The Airdale Centre","The Square",,"Airedale",,"WF10 3JJ","Family Learning Festival",FALSE,
"Activities","Contact library for more details.","Free",,29/10/09 14:00,29/10/09 15:00,TRUE,"Other","Other",,"Jane Carter",,"01977 724040",,,"Airedale Library","The Airdale Centre","The Square",,"Airedale",,"WF10 3JJ","Family Learning Festival",FALSE,
"Activity Day","Activities to include Discover More About Your Thinking: puzzles and challenge games, treasure hunt. Discover More About Your Environment: giant collage from recycled materials, Paxton pits nature Reserve Ranger, link with HDC. Discover More About Your Skills: Eaton Socon Cricket Club, St. Neots Muay Thai Club, Mel's Dance Academy, family bootcamp.Discover More About Yourself: Family History and French.","Free",,17/10/09 11:00,17/10/09 13:00,TRUE,"Other","Other",,"Judy Duddridge",,"01480 223348",,,"St. Neots Community College and Longsands College","Barford Road",,,"St. Neots",,"PE19 2SH","Family Learning Festival",FALSE,
"Activity Fun Day","There will be an activity fun day to encourage families to learn together.","Free",,08/10/09 10:00,08/10/09 14:00,TRUE,"Other","Other",,"Richard Walpole",,"01945 582561",,,"Cromwell School","Parkway",,,"Huntingdon",,"PE29 6JA ","Family Learning Festival",FALSE,
"Adult Reader Group","Contact library for more details.","Free",,21/10/09 10:00,21/10/09 11:00,TRUE,"Music and Performing Arts","Other",,"Debbie Taylor",,"01977 722085",,,"Castleford Library","Carlton Street",,,"Castleford",,"WF10 1BB","Family Learning Festival",FALSE,
"Adults Reader Group ","Contact library for more details.","Free",,20/10/09 19:00,20/10/09 21:00,TRUE,"Music and Performing Arts","Other",,"Julie Walker / M Shutt",,"01924 302470",,,"Altofts Library","Church Road","Altofts",,"Normanton",,"WF6 2NN","Family Learning Festival",FALSE,
"African Style Mask Making Workshop","Make and take home a vibrant and colourful mask or use our stay and play colour sheets and word searches. A part of our Black History Month Programme. All ages welcome.","Free",,17/10/09 14:00,17/10/09 16:00,TRUE,"Culture, Arts & Crafts","Workshop",,"Amber Linell",,"0778 069 5989",,,"Hackney Central Library","1 Reading Lane",,,"Hackney",,"E8 1GQ","Family Learning Festival",FALSE,
"Afro-Caribbean Stories","Enjoy some interactive Afro-Caribbean stories and take part with props and singing.  Up to 3 children aged 10 and under and one parent or carer.  Course Ref:  FLN21","Free",,28/10/09 10:00,28/10/09 11:00,TRUE,"Music and Performing Arts","Performance",,,,"020 8543 9292",,,"St Marks Family Centre","28 St Marks Road",,,"Mitcham",,"CR4 2LF","Family Learning Festival",TRUE,
"Airedale Art Club","Contact library for more details.","Free",,21/10/09 17:00,21/10/09 18:00,TRUE,"Culture, Arts & Crafts","Class",,"Jane Carter",,"01977 724040",,,"Airedale Library","The Airdale Centre","The Square",,"Airedale",,"WF10 3JJ","Family Learning Festival",FALSE,
"Airedale Art Club","Contact library for more details.","Free",,28/10/09 17:00,28/10/09 18:00,TRUE,"Culture, Arts & Crafts","Class",,"Jane Carter",,"01977 724040",,,"Airedale Library","The Airdale Centre","The Square",,"Airedale",,"WF10 3JJ","Family Learning Festival",FALSE,
"All Hallows Eve","Spend a fun afternoon finding out about Hallowtide folklore and superstition. Make your own silhouette mobile. Stories for children as darkness falls. Feel free to come in a seasonal costume!Suitable for all ages especially 8-11 year-olds","Free",,30/10/09 14:00,30/10/09 17:00,TRUE,"Heritage and History","Demonstration",,"Education Officer","epping.forest@cityoflondon.gov.uk","0208 8529 6607",,,"Queen Elizabeths Hunting Lodge","8 Rangers Road",,,"London",,"E4 7QH","Family Learning Festival",FALSE,
"Animation","Make an animation with your family in three hours!! Friendly tutors and a chance to make friends with other families whilst playing with animation. Please call to book your free place. For families with children under the age of 16, living in Highbridge.","Free",,27/10/09 10:00,27/10/09 13:00,TRUE,"Technology & Broadcasting","Class",,"Kirsty Bucknell",,1278433187,,,"Highbridge Community Hall",,,,"Highbridge",,"TA9 3BW","Family Learning Festival",TRUE,
"Animation","Make an animation with your family in three hours!! Friendly tutors and a chance to make friends with other families whilst playing with animation. Please call to book your free place. For families with children under the age of 16, living in Highbridge.","Free",,27/10/09 14:00,27/10/09 17:00,TRUE,"Technology & Broadcasting","Class",,"Kirsty Bucknell",,1278433187,,,"Highbridge Community Hall",,,,"Highbridge",,"TA9 3BW","Family Learning Festival",TRUE,
"Animation","Make an animation with your family in three hours!! Friendly tutors and a chance to make friends with other families whilst playing with animation! Please call to book your free place. For families with children under the age of 16, living in Highbridge.","Free",,30/10/09 10:00,30/10/09 13:00,TRUE,"Technology & Broadcasting","Class",,"Kirsty Bucknell",,1278433187,,,"Highbridge Community Hall",,,,"Highbridge",,"TA9 3BW","Family Learning Festival",TRUE,
"Animation","Make an animation with your family in three hours!! Friendly tutors and a chance to make friends with other families whilst playing with animation. Please call to book your free place. For families with children under the age of 16, living in Highbridge.","Free",,30/10/09 14:00,30/10/09 17:00,TRUE,"Technology & Broadcasting","Class",,"Kirsty Bucknell",,1278433187,,,"Highbridge Community Hall",,,,"Highbridge",,"TA9 3BW","Family Learning Festival",TRUE,
"Around the World in 60 Minutes – Family Concert performed by Grand Union Orchestra","Musicians from the Grand Union Orchestra bring a carnival of sound to delight and entertain a family audience of all ages. United on stage from as far afield as the Caribbean, Latin America, Bangladesh and Africa, they create a wonderful mix of jazzy melodies, pulsating drum rhythms and vocal sounds from around the world. Expect to get swept up in a musical journey and find yourself dancing and joining in with the fun.","Free",,31/10/09 13:30,01/09/10 14:30,TRUE,"Music and Performing Arts","Performance",,"Thalia Cassimatis",,"020 7613 7494",,,"Rich Mix","35-47 Bethnal Green Road",,,"London",,"E1 6LA","Family Learning Festival",TRUE,"http://www.richmix.org.uk/education_families.htm"
"Art and Design Activities","Dads, mums, grandparents and kids (aged 4 upwards) come and join in with our exciting free art and design activities with a football / sport theme.","Free",4,17/10/09 13:00,17/10/09 16:00,TRUE,"Culture, Arts & Crafts","Workshop",,,,"0161 253 5872/3",,,"Bury Central Library","Manchester Road",,,"Bury",,"BL9 0DG","Family Learning Festival",FALSE,
"Autumn Fruitfulness","Discover how trees change in Autumn. Dress for a walk in Wanstead Park so you can gather seeds, berries and leaves to make your own seasonal, wind-blown mobile. Suitable for all ages especially 8-11 year-olds","Free",,28/10/09 12:00,28/10/09 15:00,TRUE,"Nature & the Environment","Class",,"Education Officer","epping.forest@cityoflondon.gov.uk","0208 8529 6607",,,"The Temple","Wanstead Park",,,"London",,"E11 2LT","Family Learning Festival",FALSE,
"Baby Bookworms","Mums and toddlers.","Free",,23/10/09 10:00,23/10/09 11:00,TRUE,"Other","Other",,,,"01924 305376",,,"Drury Lane Library","Drury Lane",,,"Wakefield",,"WF1 2TD","Family Learning Festival",FALSE,
"Baby Bookworms","Mums and toddlers.","Free",,30/10/09 10:00,30/10/09 11:00,TRUE,"Other","Other",,,,"01924 305376",,,"Drury Lane Library","Drury Lane",,,"Wakefield",,"WF1 2TD","Family Learning Festival",FALSE,
"Basic Bike Maintenance ","Drop in session teaching people basic bike maintenance ","Free",,18/10/09 10:00,01/09/10 12:00,TRUE,"Other","Workshop",,"Sue Clayton",,"01298 25331",,,"Buxton Library","Kents Bank Road",,,"Buxton",,"SK17 9HW","Family Learning Festival",FALSE,"www.derbyshire.gov.uk"
"Basic First Aid for Families","Basic first aid drop in sessions suitable for parents and families with the British Red Cross.   ","Free",,18/10/09 10:30,18/10/09 15:00,TRUE,"Health and Wellbeing","Class",,"Sue Clayton",,"01298 25331",,,"Glossop Library","Victoria Hall","Talbot Street",,"Glossop",,"SK13 7DQ","Family Learning Festival",FALSE,"www.derbyshire.gov.uk"
"Bats & Spiders Craft sessions.Cake Decorating","Arts and Craft sessions with a Halloween theme and Cake & Biscuit decorating. These 2 sessions have been designed specifically with families in mind. ","Free",,28/10/09 14:00,28/10/09 16:00,TRUE,"Culture, Arts & Crafts","Class",,"Pat Tripney",,"01244 977243",,,"Ellesmere Port Library","Civic Square",,,"Ellesmere Port",,"CH66 3TH","Family Learning Festival",TRUE,"www.ellesmereporteip.com"
"Big Book Bonanza","This year's theme for the Big Book Bonanza is Rhyming Books.  Come along and celebrate your favourite!  Whether Nursery Rhymes, Revolting Rhymes, Rapping Rhymes or Rhyme Crime Time! Free family fun sessions with story and craft activities. Children must be accompanied by an adult.","Free",,17/10/09 10:30,17/10/09 15:30,TRUE,"Other","Other",,"Ann Hall",,"01204 332 841",,,"Bolton Central Library",,,,"Bolton",,"BL1 1SE","Family Learning Festival",FALSE,
"Big Book Bonanza","This year's theme for the Big Book Bonanza is Rhyming Books.  Come along and celebrate your favourite!  Whether Nursery Rhymes, Revolting Rhymes, Rapping Rhymes or Rhyme Crime Time! Free family fun sessions with story and craft activities. Children must be accompanied by an adult.","Free",,15/10/09 15:30,15/10/09 17:30,TRUE,"Other","Other",,"Ann Hall",,"01204 332 841",,,"Breightmet Library",,,,"Bolton",,"BL1 1SE","Family Learning Festival",FALSE,
"Big Book Bonanza","This year's theme for the Big Book Bonanza is Rhyming Books.  Come along and celebrate your favourite!  Whether Nursery Rhymes, Revolting Rhymes, Rapping Rhymes or Rhyme Crime Time! Free family fun sessions with story and craft activities. Children must be accompanied by an adult.","Free",,21/10/09 15:30,21/10/09 17:30,TRUE,"Other","Other",,"Ann Hall",,"01204 332 841",,,"Horwich Library",,,,"Bolton",,"BL1 1SE","Family Learning Festival",FALSE,
"Birds and Bees","We will be making bird boxes and learning about the environment. There will also be entertainment for all the family.","Free",,24/10/09 10:00,24/10/09 15:00,TRUE,"Nature & the Environment","Workshop",,"Sue Appleby/Becky Winspear",,"0191 3018500",,,"The Learning Zone","Deerness Leisure Centre","Ushaw Moor",,"Durham",,"DH7 7LS","Family Learning Festival",FALSE,
"Bringing the past to life","This animation workshop offers families the opportunity to bring the past to life. Choose your favourite aspect of medieval London and make a story about it. If possible please bring a USB stick.","Free",,29/10/09 11:00,29/10/09 12:00,TRUE,"Technology & Broadcasting","Class",,"Box Office",,"020 7001 9844",,,"Museum of London","150 London Wall",,,"London",,"EC2Y 5HN","Family Learning Festival",TRUE,
"Bringing the past to life","This animation workshop offers families the opportunity to bring the past to life. Choose your favourite aspect of medieval London and make a story about it. If possible please bring a USB stick.","Free",,30/10/09 11:00,30/10/09 12:00,TRUE,"Technology & Broadcasting","Class",,"Box Office",,"020 7001 9844",,,"Museum of London","150 London Wall",,,"London",,"EC2Y 5HN","Family Learning Festival",TRUE,
"Capoeira","Capoeira is an Afro-Brazilian art form: a mixture of dance, music, acrobatics, martial arts and a generous dollop  of creative expression and improvisation.  It is beautiful to watch and fantastic fun for the whole family to learn.  For children 7+.  Please book in advance - call 0208 356 3000.","Free",7,31/10/09 14:00,31/10/09 15:00,TRUE,"Sport and Physical Activity","Workshop",,"Amber Linell",,"0208 356 3000",,,"CLR James Library","24 - 30 Dalston lane",,,"Hackney",,"E8 3AZ","Family Learning Festival",TRUE,
"Capoeira Workshop","Capoeira is an Afro-Brazilian art form: a mixture of dance, music, acrobatics, martial arts and a generous dollop of creative expression and improvisation.  It is beautiful to watch and fantastic fun for the whole family to learn.  For children 5+.  Please book in advance - call 0208 256 3000","Free",5,27/10/09 16:00,27/10/09 17:00,TRUE,"Sport and Physical Activity","Workshop",,"Amber Linell",,"0778 069 5989",,,"Stoke Newington Library","Church Street",,,"Hackney",,"N16 0JS","Family Learning Festival",TRUE,
"Caribbean Anansi stories","Enjoy some fun Caribbean songs and Anansi stories with storyteller and musician Alexander D Great.","Free (Charge for adult Museum entry applies. Kids go free all year round)",,30/10/09 12:30,30/10/09 13:00,TRUE,"Music and Performing Arts","Performance",,"Box Office",,"020 7001 9844",,,"Museum of London Docklands","West India Quay",,,"London",,"E14 4AL","Family Learning Festival",TRUE,
"CFL",,"Free",,08/10/09 09:00,,TRUE,"Other","Other",,,,,,,"Campaign For Learning","19 Buckingham Street",,,"London",,"WC2N 6EF","Family Learning Festival",FALSE,
"Children's road safety event","Hosted by Sunflower Children's Centre.","Free",,27/10/09 10:15,27/10/09 11:00,TRUE,"Other","Other",,,,"01924 303355",,,"South Elmsall Library","Barnsley Road","South Elmsall",,"Pontefract",,"WF9 2AA","Family Learning Festival",FALSE,
"Circus Skills for Men!","Calling all fathers, sons, male carers and grandfathers to try juggling, stilt-walking, diabolos and plate spinning.  For children 5 - 11.  Please book in advance - call 0208 356 3000.","Free",5,26/10/09 16:00,26/10/09 17:00,TRUE,"Music and Performing Arts","Workshop",,"Amber Linell",,"0778 069 5989",,,"Stoke Newington Library","Church Street",,,"Hackney",,"N16 0JS","Family Learning Festival",TRUE,
"Comical Romans","Have fun with the Romans, visit our Roman London gallery for inspiration and join our Host to make your own comic strip. If possible please bring a USB stick","Free",,24/10/09 11:00,24/10/09 11:45,TRUE,"Heritage and History","Class",,"Box Office",,"020 7001 9844",,,"Museum of London","150 London Wall",,,"London",,"EC2Y 5HN","Family Learning Festival",TRUE,
"Comical Romans","Have fun with the Romans, visit our Roman London gallery for inspiration and join our Host to make your own comic strip. If possible please bring a USB stick","Free",,25/10/09 11:00,25/10/09 11:45,TRUE,"Heritage and History","Class",,"Box Office",,"020 7001 9844",,,"Museum of London","150 London Wall",,,"London",,"EC2Y 5HN","Family Learning Festival",TRUE,
"Comical Romans","Have fun with the Romans, visit our Roman London gallery for inspiration and join our e-learning team to make your own comic strip. If possible please bring a USB stick.","Free",,26/10/09 11:00,26/10/09 11:45,TRUE,"Heritage and History","Class",,"Box Office",,"020 7001 9844",,,"Museum of London","150 London Wall",,,"London",,"EC2Y 5HN","Family Learning Festival",TRUE,
"Comical Romans","Have fun with the Romans, visit our Roman London gallery for inspiration and join our e-learning team to make your own comic strip. If possible please bring a USB stick.","Free",,27/10/09 11:00,27/10/09 11:45,TRUE,"Heritage and History","Class",,"Box Office",,"020 7001 9844",,,"Museum of London","150 London Wall",,,"London",,"EC2Y 5HN","Family Learning Festival",TRUE,
"Creative Painting","Create a painting through free expression using at least three different methods.  Up to 2 children aged under 5 and a family member or carer can attend.  Course Ref: FL22","Free",,19/10/09 10:00,01/09/10 11:30,TRUE,"Culture, Arts & Crafts","Class",,,,"020 8543 9292",,,"St Marks Family Centre","28 St Marks Road",,,"Mitcham",,"CR4 2LF","Family Learning Festival",TRUE,
"Creative Writing Workshop with Baden Prince Junior","Have fun exploring words, writing and storytelling with writer and performance poet Baden Prince Junior.  For children 5+.","Free",5,15/10/09 14:00,15/10/09 15:30,TRUE,"Music and Performing Arts","Performance",,"Amber Linell",,"0778 069 5989",,,"Shoreditch Library","80 Hoxton Street",,,"Hackney",,"N1 6LP","Family Learning Festival",FALSE,
"Cumbia Dance Workshop","Learn some Caribbean dance moves from the AfroLatin tradition and dance along to the Afro drums. Suitable for families with children 7 and over. All children must be supervised by an adult.","free",7,27/10/09 14:30,27/10/09 16:00,TRUE,"Music and Performing Arts","Class",,"The Cuming Museum",,"020 7525 2332",,,"The Cuming Museum","The Old Town Hall","151 Walworth Road",,"London",,"SE17 1RY","Family Learning Festival",TRUE,
"Delicious Dips and Dunks","In this fun but educational cookery session, families will prepare a range of imaginative and nutrious dips and dunks.  One child aged 5-12 years old can attend with one adult family member. Course Ref: FLN01","Free",5,11/10/09 10:30,11/10/09 11:30,TRUE,"Food and Cookery","Class",,,,"020 8543 9292",,,"Merton Adult Education ","Whatley Avenue",,,"Merton",,"SW20 9NS","Family Learning Festival",TRUE,
"Digital Photography","Take fun photos with your family in three hours!! Friendly tutors and a chance to make friends with other families whilst playing with digital cameras and making pictures look silly or professional! Please call to book your free place. For families with children under the age of 16, living in Highbridge.","Free",,28/10/09 10:00,28/10/09 13:00,TRUE,"Technology & Broadcasting","Workshop",,"Kirsty Bucknell",,1278433187,,,"Highbridge Community Hall",,,,"Highbridge",,"TA9 3BW","Family Learning Festival",TRUE,
"Digital Photography","Take photos and with your family. Friendly tutors and a chance to make friends with other families whilst playing taking silly or professional photographs and editing them. Please call to book your free place. For families with children under the age of 16, living in Highbridge.","Free",,28/10/09 14:00,28/10/09 17:00,TRUE,"Technology & Broadcasting","Workshop",,"Kirsty Bucknell",,1278433187,,,"Highbridge Community Hall",,,,"Highbridge",,"TA9 3BW","Family Learning Festival",TRUE,
"Digital Photography","Take photos and with your family. Friendly tutors and a chance to make friends with other families whilst playing taking silly or professional photographs and editing them. Please call to book your free place. For families with children under the age of 16, living in Highbridge.","Free",,31/10/09 10:00,31/10/09 13:00,TRUE,"Technology & Broadcasting","Workshop",,"Kirsty Bucknell",,1278433187,,,"Highbridge Community Hall",,,,"Highbridge",,"TA9 3BW","Family Learning Festival",TRUE,
"Digital Photography","Take photos and with your family. Friendly tutors and a chance to make friends with other families whilst playing taking silly or professional photographs and editing them. Please call to book your free place. For families with children under the age of 16, living in Highbridge.","Free",,31/10/09 14:00,31/10/09 17:00,TRUE,"Technology & Broadcasting","Workshop",,"Kirsty Bucknell",,1278433187,,,"Highbridge Community Hall",,,,"Highbridge",,"TA9 3BW","Family Learning Festival",TRUE,
"Diwali decorations","Create some beautiful festive decorations for Diwali.","Free(Charge for adult Museum entry applies. Kids go free all year round)",,17/10/09 12:30,17/10/09 13:30,TRUE,"Culture, Arts & Crafts","Workshop",,"Box Office",,"020 7001 9844",,,"Museum of London Docklands","West India Quay",,,"London",,"E14 4AL","Family Learning Festival",TRUE,
"Drawing Workshop","Contact library for more details.","Free",,21/10/09 11:00,21/10/09 13:00,TRUE,"Culture, Arts & Crafts","Workshop",,"Val Stringer",,"01924 303340",,,"Walton Library","The Grove",,"Shay Lane","Walton, Wakefield",,"WF2 6LD","Family Learning Festival",FALSE,
"Drum making","Join a member of our Host team and learn about some different types of drums. Then have fun making your own drum from recycled materials.","Free(Charge for adult Museum entry applies. Kids go free all year round)",,31/10/09 11:30,31/10/09 12:15,TRUE,"Culture, Arts & Crafts","Workshop",,"Box Office",,"020 7001 9844",,,"Museum of London Docklands","West India Quay",,,"London",,"E14 4AL","Family Learning Festival",TRUE,
"E-Male","Calling all fathers, male carers and sons!  Set up an email account and learn how to send emails in this IT session for beginners.  For children 8+.  Please book in advance - call 0208 356 3000.","Free",8,29/10/09 14:00,29/10/09 16:00,TRUE,"Technology & Broadcasting","Class",,"Amber Linell",,"0778 069 5989",,,"Hackney Central Library","1 Reading Lane",,,"Hackney",,"E8 1GQ","Family Learning Festival",TRUE,
"Family Activity Day","Activities include art & craft, cooking, ICT, kite flying, clay work, & sports challenge","Free",,18/10/09 11:30,18/10/09 14:30,TRUE,"Culture, Arts & Crafts","Other",,"Sue Hodgson",,"01223 891362",,,"Great Abington Primary School","High Street",,,"Great Abington",,"CB21 6AE ","Family Learning Festival",FALSE,
"Family afternoon walk with the Ramblers","A second opportunity for families to enjoy a free, short walk around Hackney with the Ramblers.  Collect your 12 week plan and free step counter.  Registration is 2pm -2.30pm  and the walk is from 2pm - 4pm.  Please wear suitable clothes and footwear.  All ages welcome, including babies in buggies!","Free",,30/10/09 14:00,30/10/09 16:00,TRUE,"Nature & the Environment","Other",,"Amber Linell",,"0778 069 5989",,,"Hackney Central Library","1 Reading Lane",,,"Hackney",,"E8 1GQ","Family Learning Festival",FALSE,
"Family Brass Rubbing",,"Free",,10/10/09 11:00,10/10/09 13:00,TRUE,"Other","Other",,"Beverley Ingram",,"01905 728535",,,"Bewdley Museum","Load Street",,,"Bewdley",,"DY12 2AE","Family Learning Festival",FALSE,"www.bewdleyfestival.org.uk"
